,cocktail_name,alcoholic,image_url,glass_type,recipe,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,measure1,measure2,measure3,measure4,measure5,measure6,measure7,measure8,measure9,measure10,measure11,measure12,measure13,measure14,measure15
78,Amaretto Sour,True,http://www.thecocktaildb.com/images/media/drink/xnzc541493070211.jpg,Collins Glass,Shake and strain. Garnish with a cherry and an orange slice.,Amaretto,Sour mix,,,,,,,,,,,,,,1 1/2 oz ,3 oz , , , , , ,,,,,,,,
79,Amaretto Stinger,True,http://www.thecocktaildb.com/images/media/drink/vvop4w1493069934.jpg,Cocktail glass,"Shake ingredients well with cracked ice, strain into a cocktail glass, and serve.",Amaretto,White Creme de Menthe,,,,,,,,,,,,,,1 1/2 oz ,3/4 oz , , , , , ,,,,,,,,
80,Amaretto Stone Sour,True,http://www.thecocktaildb.com/images/media/drink/xwryyx1472719921.jpg,Collins Glass,Shake and Serve over ice,Amaretto,Sour mix,Orange juice,,,,,,,,,,,,,1 part ,1 part ,1 part , , , , , ,,,,,,,
81,Amaretto Stone Sour #3,True,http://www.thecocktaildb.com/images/media/drink/wutxqr1472720012.jpg,Highball glass,"Shake sour mix, tequila and amaretto with ice. Strain into highball glass. Add a splash of OJ. Garnish with orange slice and a cherry.",Sour mix,Amaretto,Tequila,Orange juice,,,,,,,,,,,,2 oz ,2 oz ,2 oz ,Add splash , , , , , ,,,,,,
82,Amaretto Sunrise,True,http://www.thecocktaildb.com/images/media/drink/akcpsh1493070267.jpg,Collins Glass,Mix together the amaretto and orange juice. Pour into glass and then add the grenadine untill you see the sunrise.,Amaretto,Orange juice,Grenadine,,,,,,,,,,,,,1 cl ,4 oz ,1/4 cl , , , , , ,,,,,,,
83,Amaretto Sunset,True,http://www.thecocktaildb.com/images/media/drink/apictz1493069760.jpg,Collins Glass,"Shake ingredients in bartender's mixer quickly, just 5 shakes. Strain out ice, serve in glass immediately with a slice of orange.",Triple sec,Amaretto,Cider,Ice,,,,,,,,,,,,1/2 jigger ,3 shots ,1/2 cup ,Add 1/2 cup , , , , , ,,,,,,
84,Amaretto Sweet & Sour,True,http://www.thecocktaildb.com/images/media/drink/vswwus1472668546.jpg,Margarita/Coupette glass,"Fill the blender with 3/4 ice. Add sweet & sour mix to the top of the ice. Add about 1"" of pineapple juice, 1/2"" of melon liqeur, and 1/2 to 1/4"" of amaretto. Then blend the mix until it is of margaritta consistency or thinner.",Amaretto,Sweet and sour,Midori melon liqueur,Pineapple juice,,,,,,,,,,,,"
","
", , , , , ,,,,,,,,
85,Amaretto Tea,True,http://www.thecocktaildb.com/images/media/drink/b7qzo21493070167.jpg,Pousse cafe glass,"Pour hot tea into a pousse-cafe glass, using a spoon in glass to prevent cracking. Add amaretto, but do not stir. Top with chilled whipped cream and serve.",Tea,Amaretto,Whipped cream,,,,,,,,,,,,,6 oz hot ,2 oz ,Chilled , , , , , ,,,,,,,
86,Americano,True,http://www.thecocktaildb.com/images/media/drink/trwruu1478253126.jpg,Collins glass,"Pour the Campari and vermouth over ice into glass, add a splash of soda water and garnish with half orange slice.",Campari,Sweet Vermouth,Lemon peel,Orange peel,,,,,,,,,,,,1 oz ,1 oz red ,Twist of ,Twist of , , , , , ,,,,,,
87,Angel Face,True,http://www.thecocktaildb.com/images/media/drink/vqpptp1478253178.jpg,Cocktail glass,Shake all ingredients with ice and strain contents into a cocktail glass.,Apricot brandy,Apple brandy,Gin,,,,,,,,,,,,,1/2 oz ,1/2 oz ,1 oz , , , , , ,,,,,,,
88,Angelica Liqueur,True,http://www.thecocktaildb.com/images/media/drink/yuurps1472667672.jpg,Collins Glass,"Combine all herbs, nuts and spices with vodka in a 1 quart or larger aging container. Cap tightly and shake daily for 2 weeks. Strain through a fine muslin cloth or coffee filter, discarding solids. Clean out aging container. Place liquid back in container. Place sugar and water in saucepan and stir to combine over medium heat. When sugar is completely dissolved, set aside and let cool. When cool combine with food coloring and add to liqueur liquid. Cap and allow to age and mellow in a cool, dark place for one month.",Angelica root,Almond,Allspice,Cinnamon,Anise,Coriander,Marjoram leaves,Vodka,Sugar,Water,Food coloring,Food coloring,,,,3 tblsp chopped,1 tblsp chopped ,1 cracked ,1 one-inch ,3-6 crushed ,1/8 tsp powdered ,1 tblsp fresh chopped ,1.5 cup ,1/2 cup granulated ,1/4 cup ,1 drop yellow ,1 drop green , , , 
89,Apello,False,http://www.thecocktaildb.com/images/media/drink/uptxtv1468876415.jpg,Collins Glass,Stirr. Grnish with maraschino cherry.,Orange juice,Grapefruit juice,Apple juice,Maraschino cherry,,,,,,,,,,,,4 cl ,3 cl ,1 cl ,1 , , , , , ,,,,,,
90,Apple Berry Smoothie,False,http://www.thecocktaildb.com/images/media/drink/xwqvur1468876473.jpg,Highball Glass,Throw everything into a blender and liquify.,Berries,Apple,,,,,,,,,,,,,,1 cup ,2 , , , , , ,,,,,,,,
91,Apple Cider Punch #1,False,http://www.thecocktaildb.com/images/media/drink/xrqxuv1454513218.jpg,Collins Glass,"If you use the whole all spice and cloves, tie them in cheesecloth. Heat the mixture. Stir occasionally. If you want an alcoholic drink, rum would be nice.",Apple cider,Brown sugar,Lemonade,Orange juice,Cloves,Allspice,Nutmeg,Cinnamon,,,,,,,,4 qt ,1 cup ,6 oz frozen ,6 oz frozen ,6 whole ,6 whole ,1 tsp ground ,3 sticks , , , , , ,,
92,Apple Grande,True,http://www.thecocktaildb.com/images/media/drink/wqrptx1472668622.jpg,Punch Bowl,Chill both ingredients!! Mix in a tumbler and enjoy!,Tequila,Apple cider,,,,,,,,,,,,,,3 oz ,12 oz , , , , , ,,,,,,,,
93,Apple Karate,False,http://www.thecocktaildb.com/images/media/drink/syusvw1468876634.jpg,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Apple juice,Carrot,,,,,,,,,,,,,,2 cups ,1 large , , , , , ,,,,,,,,
94,Apple Pie with A Crust,True,http://www.thecocktaildb.com/images/media/drink/qspqxt1472720078.jpg,Collins Glass,Just mix the two liquids and sprinkle in the cinnamon. Serve either cold or heated.,Apple juice,Malibu rum,Cinnamon,,,,,,,,,,,,,3 parts ,1 part ,3 dashes , , , , , ,,,,,,,
95,Apple Slammer,True,http://www.thecocktaildb.com/images/media/drink/09yd5f1493069852.jpg,Shot glass,"pour into a shot glass and present to consumer, they are expected to cover the top of the shotglass with thier palm, raise the glass, slam it on the bar and the swallow quickly.",7-Up,Apple schnapps,,,,,,,,,,,,,,1 part ,1 part , , , , , ,,,,,,,,
96,Applecar,True,http://www.thecocktaildb.com/images/media/drink/sbffau1504389764.jpg,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Applejack,Triple sec,Lemon juice,,,,,,,,,,,,,1 oz ,1 oz ,1 oz , , , , , ,,,,,,,
97,Applejack,True,http://www.thecocktaildb.com/images/media/drink/sutyqp1479209062.jpg,Cocktail glass,"Add all ingredients into mixing glass, chill and strain into cocktail glass",Jack Daniels,Midori melon liqueur,Sour mix,,,,,,,,,,,,,1 oz ,1/2 oz ,2 oz , , , , , ,,,,,,,
98,Apricot Lady,True,http://www.thecocktaildb.com/images/media/drink/146f251504389814.jpg,Old-fashioned glass,"In a shaker half-filled with ice cubes, combine the rum, apricot brandy, triple sec, lemon juice, and egg white. Shake well. Strain into an old-fashioned glass almost filled with ice cubes. Garnish with the orange slice.",Light rum,Apricot brandy,Triple sec,Lemon juice,Egg white,Orange,,,,,,,,,,1 1/2 oz ,1 oz ,1 tsp ,1/2 oz ,1 ,1 , , , , , ,,,,
99,Apricot punch,True,http://www.thecocktaildb.com/images/media/drink/tuxxtp1472668667.jpg,Punch bowl,Pour all ingrediants into a large punch bowl. Add ice and 4 oranges that are peeled and divided.,Apricot brandy,Champagne,Vodka,7-Up,Orange juice,,,,,,,,,,,1 qt ,4 fifth ,1 fifth ,4 L ,1/2 gal , , , , , ,,,,,
100,Archbishop,True,http://www.thecocktaildb.com/images/media/drink/xpqwrt1441207307.jpg,Old-fashioned glass,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",Gin,Wine,Benedictine,Lime,,,,,,,,,,,,2 oz ,1 oz Green Ginger ,1 tsp ,1 , , , , , ,,,,,,
101,Arctic Fish,True,http://www.thecocktaildb.com/images/media/drink/ttsvwy1472668781.jpg,Beer pilsner,"Fill glass with ice and fish, add vodka, grape soda and orange juice. DO NOT STIR!!!!! Serve well chilled.",Vodka,Grape soda,Orange juice,Ice,Candy,,,,,,,,,,,1/3 part ,1/3 part ,1/3 part ,lots ,1 dash , , , , , ,,,,,
102,Arctic Mouthwash,True,http://www.thecocktaildb.com/images/media/drink/wqstwv1478963735.jpg,Cocktail glass,Blend all ingredients in a blender on high until ice is finely crushed. It should be of a slushy consistency. Pour immediately and serve.,Maui,Mountain Dew,Ice,,,,,,,,,,,,,5 oz blue ,5 oz ," cubes
","
","
","
","
","
",,,,,,,
103,Arise My Love,True,http://www.thecocktaildb.com/images/media/drink/wyrrwv1441207432.jpg,Champagne flute,Put creme de menthe into a champagne flute. Fill with chilled champagne and serve.,Champagne,Green Creme de Menthe,,,,,,,,,,,,,,Chilled ,1 tsp , , , , , ,,,,,,,,
104,Arizona Antifreeze,True,http://www.thecocktaildb.com/images/media/drink/dbtylp1493067262.jpg,Shot glass,Pour all ingredients into shot glass and slam !!!!,Vodka,Midori melon liqueur,Sweet and sour,,,,,,,,,,,,,1/3 oz ,1/3 oz ,1/3 oz , , , , , ,,,,,,,
105,Arizona Stingers,True,http://www.thecocktaildb.com/images/media/drink/y7w0721493068255.jpg,Hurricane glass,Place ice cubes in the hurricane glass . Add the 2 HEAPING shots of Absolute Vodka (Note: You can add as many shots of Absolute as you want!) Fill the rest of glass with the Arizona Icetea with lemon. Stir to mix using a spoon. Drink up and enjoy!!!!!!!,Absolut Vodka,Iced tea,,,,,,,,,,,,,,2 shots ,12 oz lemon , , , , , ,,,,,,,,
106,Arizona Twister,True,http://www.thecocktaildb.com/images/media/drink/ido1j01493068134.jpg,Hurricane glass,"Just mix in the shots of rum, vodka, and tequila. Add splashes of the three juices, heavy on the pineapple. Top off with grenadine. Crushed ice should already be in glass. Top off the glass with a pineapple wedge.",Vodka,Malibu rum,Gold tequila,Orange juice,Pineapple juice,Cream of coconut,Grenadine,Ice,Pineapple,,,,,,,1 shot ,1 shot ,1 shot ,1 splash ,1 splash ,1 splash ,1 dash ,crushed ,1 wedge , , , , , ,
107,Army special,True,http://www.thecocktaildb.com/images/media/drink/55muhh1493068062.jpg,Cocktail glass,"Pour Vodka, Gin and lime cordial into glass, and top up with crushed ice. Wait for ice to melt slightly and sip without a straw.",Vodka,Gin,Lime juice cordial,Ice,,,,,,,,,,,,30 ml ,30 ml ,45 ml ,1/2 glass crushed , , , , , ,,,,,,
108,Arthur Tompkins,True,http://www.thecocktaildb.com/images/media/drink/7onfhz1493067921.jpg,Whiskey sour glass,"In a shaker half-filled with ice cubes, combine the gin, Grand Marnier, and lemon juice. Shake well. Strain into a sour glass and garnish with the lemon twist.",Gin,Grand Marnier,Lemon juice,Lemon peel,,,,,,,,,,,,2 oz ,1/2 oz ,2 tsp ,1 twist of , , , , , ,,,,,,
109,Artillery,True,http://www.thecocktaildb.com/images/media/drink/g1vnbe1493067747.jpg,Cocktail glass,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Sweet Vermouth,Gin,Bitters,,,,,,,,,,,,,1 1/2 tsp ,1 1/2 oz ,2 dashes , , , , , ,,,,,,,
110,Artillery Punch,True,http://www.thecocktaildb.com/images/media/drink/9a4vqb1493067692.jpg,Punch bowl,"Combine all the ingredients in a large punch bowl with a block of ice. If found too dry, sugar syrup may be added. Decorate with twists of lemon peel.",Tea,Rye whiskey,Red wine,Rum,Brandy,Benedictine,Orange juice,Lemon juice,,,,,,,,1 quart black ,1 quart ,1 fifth ,1 pint Jamaican ,1/2 pint ,1 1/2 oz ,1 pint ,1/2 pint , , , , , ,,
111,Atlantic Sun,True,http://www.thecocktaildb.com/images/media/drink/doyxqb1493067556.jpg,Collins Glass,"Shake all the ingredients, top the drink with soda. Garnish with a slice of orange.",Vodka,Southern Comfort,Passion fruit syrup,Sweet and sour,Club soda,,,,,,,,,,,2 cl Smirnoff ,2 cl ,2 cl ,6 cl ,1 dash , , , , , ,,,,,
112,Atomic Lokade,True,http://www.thecocktaildb.com/images/media/drink/n3zfrh1493067412.jpg,Collins Glass,"In a shaker, place lemonade, vodka, blue Curacao, and triple sec together. Shake with ice and strain into glass. Add sugar to taste",Lemonade,Vodka,Blue Curacao,Triple sec,Sugar,Ice,,,,,,,,,,5 oz ,1 oz ,1/2 oz ,1/2 oz ,"
", , , , , ,,,,,
113,Auburn Headbanger,True,http://www.thecocktaildb.com/images/media/drink/vw7iv91493067320.jpg,Shot glass,Mix in spread glass over ice. Strain and pour in shot glass. Sit down before shotting. ENJOY!!,Jägermeister,Goldschlager,,,,,,,,,,,,,,1 oz ,1 oz , , , , , ,,,,,,,,
114,Autodafé,True,http://www.thecocktaildb.com/images/media/drink/7dkf0i1487602928.jpg,Highball glass,Mix and fill up with soda water. Drunk by finns on a sunny day any time of the year and day.,Vodka,Lime juice,Soda water,,,,,,,,,,,,,4 cl ,1 dash ,"
","
","
","
","
","
",,,,,,,
115,Avalanche,True,http://www.thecocktaildb.com/images/media/drink/uppqty1472720165.jpg,Highball glass,"Mix in highball glass over ice, shake well.",Crown Royal,Kahlua,Cream,,,,,,,,,,,,,1 shot ,1 shot ,Fill with , , , , , ,,,,,,,
116,Avalon,True,http://www.thecocktaildb.com/images/media/drink/3k9qic1493068931.jpg,Highball glass,"Fill a tall glass with ice. Layer the Finlandia Vodka, lemon and apple juices, Pisang Ambon, and top up with lemonade. Stir slightly and garnish with a spiralled cucumber skin and a red cherry. The cucumber provides zest and looks attractive. This drink, created by Timo Haimi, took first prize in the 1991 Finlandia Vodka Long Drink Competition.",Vodka,Pisang Ambon,Apple juice,Lemon juice,Lemonade,,,,,,,,,,,3 parts,1 part ,6 parts ,1 1/2 part ,"
","
","
","
","
","
",,,,,
117,Aviation,True,http://www.thecocktaildb.com/images/media/drink/ruutxt1478253328.jpg,Cocktail glass,Add all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass. Garnish with a cherry.,Gin,lemon juice,maraschino liqueur,,,,,,,,,,,,,4.5 cl,1.5 cl,1.5 cl,,,,,,,,,,,,
118,Aztec Punch,True,http://www.thecocktaildb.com/images/media/drink/uqwuyp1454514591.jpg,Punch bowl,"Mix all ingredients in a pitcher. Mix thoroughly and pour into whatever is available, the bigger the better! This drink packs a big punch, so don't over do it.",Lemonade,Vodka,Rum,Ginger ale,,,,,,,,,,,,1 can ,5 oz ,7 oz ,About 1 bottle , , , , , ,,,,,,
119,B-52,True,http://www.thecocktaildb.com/images/media/drink/5a3vg61504372070.jpg,Shot glass,Layer ingredients into a shot glass. Serve with a stirrer.,Bailey's irish cream,Grand Marnier,Kahlua,,,,,,,,,,,,,1/3 ,1/3 ,1/4 , , , , , ,,,,,,,
120,B-53,True,http://www.thecocktaildb.com/images/media/drink/rwqxrv1461866023.jpg,Collins Glass,"Layer the Kahlua, Sambucca and Grand Marnier into a shot glas in that order. Better than B-52",Kahlua,Sambuca,Grand Marnier,,,,,,,,,,,,,1/3 shot ,1/3 shot ,1/3 shot , , , , , ,,,,,,,
121,Baby Eskimo,True,http://www.thecocktaildb.com/images/media/drink/wywrtw1472720227.jpg,Collins Glass,"Leave ice-cream out for about 10 minutes. Add ingredients in order, stir with chopstick (butter knife or spoon works too). Consume immediately and often. Nice and light, great for following a heavy drink.",Kahlua,Milk,Vanilla ice-cream,,,,,,,,,,,,,2 oz ,8 oz ,2 scoops , , , , , ,,,,,,,
122,Baby Guinness,True,http://www.thecocktaildb.com/images/media/drink/rvyvxs1473482359.jpg,Shot glass,"Pour Kahlua, almost filling shot glass. Then, carefully pour Baileys, using wall of shot glass. This will give the ""Guinness"" its ""head"".",Kahlua,Bailey's irish cream,,,,,,,,,,,,,,2 1/2 oz ,1/2 oz , , , , , ,,,,,,,,
123,Bacardi Cocktail,True,http://www.thecocktaildb.com/images/media/drink/n433t21504348259.jpg,Cocktail glass,Shake together with ice. Strain into glass and serve.,Light rum,Lime juice,Sugar syrup,Grenadine,,,,,,,,,,,,1 3/4 oz Bacardi ,1 oz ,1/2 tsp ,1 dash , , , , , ,,,,,,
124,Bailey's Dream Shake,True,http://www.thecocktaildb.com/images/media/drink/qxrvqw1472718959.jpg,Collins glass,Blend ingredients for 30 seconds. Definitely refreshing for a hot summer's day !,Bailey's irish cream,Vanilla ice-cream,Cream,,,,,,,,,,,,,2 oz ,2 scoops ,"
","
","
","
","
","
",,,,,,,
125,Balmoral,True,http://www.thecocktaildb.com/images/media/drink/vysuyq1441206297.jpg,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Scotch,Sweet Vermouth,Dry Vermouth,Bitters,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,2 dashes , , , , , ,,,,,,
126,Banana Cantaloupe Smoothie,False,http://www.thecocktaildb.com/images/media/drink/uqxqsy1468876703.jpg,Highball Glass,"Juice cantaloupe, pour juice into blender, add banana, and liquify.",Cantaloupe,Banana,,,,,,,,,,,,,,Juice of 1/2 ,1 , , , , , ,,,,,,,,
127,Banana Daiquiri,True,http://www.thecocktaildb.com/images/media/drink/k1xatq1504389300.jpg,Champagne flute,Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,Light rum,Triple sec,Banana,Lime juice,Sugar,Cherry,,,,,,,,,,1 1/2 oz ,1 tblsp ,1 ,1 1/2 oz ,1 tsp ,1 , , , , , ,,,,
128,Banana Milk Shake,False,http://www.thecocktaildb.com/images/media/drink/rtwwsx1472720307.jpg,White wine glass,"Blend very well, preferably in a household mixer. Serve in a wine glass, garnish with whipped cream and a piece of banana.",Milk,Orange juice,Sugar syrup,Banana,,,,,,,,,,,,10 cl cold ,4 cl ,2 tsp ,1/2 , , , , , ,,,,,,
129,Banana Strawberry Shake,False,http://www.thecocktaildb.com/images/media/drink/vqquwx1472720634.jpg,Highball Glass,Blend all together in a blender until smooth.,Strawberries,Banana,Yoghurt,Milk,Honey,,,,,,,,,,,1/2 lb frozen ,1 frozen ,1 cup plain ,1 cup ," to taste
","
","
","
","
","
",,,,,
130,Banana Strawberry Shake Daiquiri-type,False,http://www.thecocktaildb.com/images/media/drink/uvypss1472720581.jpg,Cocktail Glass,Blend all together in a blender until smooth.,Strawberries,Banana,Apple juice,,,,,,,,,,,,,1/2 lb frozen ,1 frozen ,2 cups fresh , , , , , ,,,,,,,
131,Barracuda,True,http://www.thecocktaildb.com/images/media/drink/jwmr1x1504372337.jpg,Margarita glass,"Shake pour ingredients with ice. Strain into glass, top with Sparkling wine.",Rum,Galliano,Pineapple Juice,Lime Juice,Prosecco,,,,,,,,,,,4.5 cl,1.5 cl,6 cl, 1 dash,top up , , ,,,,,,,,
132,Belgian Blue,True,http://www.thecocktaildb.com/images/media/drink/rttsxw1441245419.jpg,Highball glass,Just pour all ingredients in the glass and stir...,Vodka,Coconut liqueur,Blue Curacao,Sprite,,,,,,,,,,,,2 cl ,1 cl ,1 cl ,Fill with , , , , , ,,,,,,
133,Bellini,True,http://www.thecocktaildb.com/images/media/drink/eaag491504367543.jpg,Champagne Flute,"Pour peach purée into chilled flute, add sparkling wine. Stir gently.",Champagne,Peach schnapps,,,,,,,,,,,,,,6 oz ,1 oz , , , , , ,,,,,,,,
134,Bellini Martini,True,http://www.thecocktaildb.com/images/media/drink/3h9wv51504389379.jpg,Cocktail glass,"Add ice cubes to shaker.
Add vodka.
Add peach schnapps.
Add peach nectar.
Shake.
Strain into glass.
Add lemon twist peel.",Ice,Vodka,Peach nectar,Peach schnapps,Lemon peel,,,,,,,,,,,8 cubes ,3 oz ,1.5 oz ,1.5 oz ,1 , , , , , ,,,,,
135,Bermuda Highball,True,http://www.thecocktaildb.com/images/media/drink/qrvtww1441206528.jpg,Highball glass,"Pour brandy, gin, and dry vermouth into a highball glass over ice cubes. Fill with carbonated water and stir. Add the twist of lemon and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Brandy,Gin,Dry Vermouth,Carbonated water,Lemon peel,,,,,,,,,,,3/4 oz ,3/4 oz ,3/4 oz ,"
","
","
","
","
","
","
",,,,,
136,Berry Deadly,True,http://www.thecocktaildb.com/images/media/drink/xqutpr1461867477.jpg,Collins Glass,Add all ingredients to large bowl. Stir gently. Serve chilled.,Everclear,Wine,Orange juice,Kool-Aid,,,,,,,,,,,,2 pint ,1 bottle Boone Strawberry Hill ,1/2 gal ,1 gal Tropical Berry , , , , , ,,,,,,
